[25/01/2025 17:53:04]  [GENERAL][SOCKET_ID: lQ-sedfF6P2BPBdsAADH][IP: ::ffff:127.0.0.1] Client disconnected 
[18/01/2025 18:16:59]  [QUESTIONARY][SOCKET_ID: Ib4yYoCkD9afB4r7AAC-][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] What is your age?: 30-45 
[18/01/2025 18:16:56]  [QUESTIONARY][SOCKET_ID: Ib4yYoCkD9afB4r7AAC-][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] What does your hair loss look like?: My lost hair is different 
[18/01/2025 18:16:54]  [QUESTIONARY][SOCKET_ID: Ib4yYoCkD9afB4r7AAC-][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Questionary started 
[18/01/2025 18:16:54]  [GENERAL][SOCKET_ID: Ib4yYoCkD9afB4r7AAC-][IP: ::ffff:127.0.0.1] Client connected from IP: ::ffff:127.0.0.1
[18/01/2025 18:16:54]  [GENERAL][SOCKET_ID: Ib4yYoCkD9afB4r7AAC-] New client connected
[18/01/2025 18:15:44]  [GENERAL][SOCKET_ID: NnNWT0y33xWoMFbdAAC7][IP: ::ffff:127.0.0.1] Client disconnected
[18/01/2025 18:14:39]  [QUESTIONARY][SOCKET_ID: NnNWT0y33xWoMFbdAAC7][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] What is your age?: 24-30 
[18/01/2025 18:14:36]  [QUESTIONARY][SOCKET_ID: NnNWT0y33xWoMFbdAAC7][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] What does your hair loss look like?: My lost hair is different 
[18/01/2025 18:14:30]  [QUESTIONARY][SOCKET_ID: NnNWT0y33xWoMFbdAAC7][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Questionary started 
[18/01/2025 18:14:29]  [GENERAL][SOCKET_ID: NnNWT0y33xWoMFbdAAC7][IP: ::ffff:127.0.0.1] Client connected from IP: ::ffff:127.0.0.1
[18/01/2025 18:14:29]  [GENERAL][SOCKET_ID: NnNWT0y33xWoMFbdAAC7] New client connected
[18/01/2025 17:46:09]  [QUESTIONARY][SOCKET_ID: Zuiavtjp-Wx1qunmAAC4][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Questionary started 
[18/01/2025 17:46:08]  [GENERAL][SOCKET_ID: Zuiavtjp-Wx1qunmAAC4][IP: ::ffff:127.0.0.1] Client connected from IP: ::ffff:127.0.0.1
[18/01/2025 17:46:08]  [GENERAL][SOCKET_ID: Zuiavtjp-Wx1qunmAAC4] New client connected
[18/01/2025 17:46:05]  [GENERAL][SOCKET_ID: P2CSlhVCW9aEv2zyAAC1][IP: ::ffff:127.0.0.1] Client disconnected
[18/01/2025 17:36:49]  [CLINICS][SOCKET_ID: P2CSlhVCW9aEv2zyAAC1][IP: ::ffff:127.0.0.1] The user is on the clinics page.
[18/01/2025 17:36:48]  [CLINICS][SOCKET_ID: P2CSlhVCW9aEv2zyAAC1][IP: ::ffff:127.0.0.1] CalculatedClinics: [object Object]
[18/01/2025 17:36:48] CalculatedClinics [object Object]
[18/01/2025 17:36:46]  [GENERAL][SOCKET_ID: P2CSlhVCW9aEv2zyAAC1][IP: ::ffff:127.0.0.1] Client connected from IP: ::ffff:127.0.0.1
[18/01/2025 17:36:46]  [GENERAL][SOCKET_ID: P2CSlhVCW9aEv2zyAAC1] New client connected
[18/01/2025 17:36:45]  [GENERAL][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy][IP: ::ffff:127.0.0.1] Client disconnected
[18/01/2025 17:36:44] CREATING USER QUESTIONARY
[18/01/2025 17:36:44]  [QUESTIONARY][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy][PHONE: test][IP: ::ffff:127.0.0.1] Questionary finished and saving: [object Object]
[18/01/2025 17:36:44]  [QUESTIONARY][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy][IP: ::ffff:127.0.0.1] Questionary finished 
[18/01/2025 17:36:44]  [QUESTIONARY][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy][PHONE: test][IP: ::ffff:127.0.0.1] ¿Desea añadir algo más?: a 
[18/01/2025 17:36:44]  [QUESTIONARY][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy] Questionary started 
[18/01/2025 17:36:37]  [QUESTIONARY][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] ¿Por qué medio quieres que te contactemos?: WhatsApp 
[18/01/2025 17:36:33]  [QUESTIONARY][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] ¿Has pedido valoración ya en algunas clínicas?: a lot 8  
[18/01/2025 17:36:22]  [QUESTIONARY][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] ¿Cuánto planeas invertir en este tratamiento: 1500,5000 
[18/01/2025 17:36:20]  [QUESTIONARY][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] ¿Cuándo quiere su trasplante capilar?: Lo más pronto posible 
[18/01/2025 17:36:18]  [QUESTIONARY][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] ¿Qué idiomas puedes hablar?: Inglés 
[18/01/2025 17:36:15]  [QUESTIONARY][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] ¿Te importa raparte?: Prefiero no raparme arriba 
[18/01/2025 17:36:10]  [QUESTIONARY][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] ¿Está tratando actualmente su pérdida de cabello con finasteride o minoxidil?: No 
[18/01/2025 17:36:09]  [QUESTIONARY][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] ¿Se ha sometido alguna vez a un trasplante de pelo?: No 
[18/01/2025 17:36:04]  [QUESTIONARY][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] ¿En qué zona vives?: Estados Unidos 
[18/01/2025 17:35:55]  [QUESTIONARY][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] ¿Hasta donde viajarías para tu tratamiento capilar?: Al extranjero 
[18/01/2025 17:35:53]  [QUESTIONARY][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] ¿Cuál es el criterio más importante para usted a la hora de elegir una clinica?: Calidad y servicio 
[18/01/2025 17:35:50]  [QUESTIONARY][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] ¿Hace cuántos años que comenzó su pérdida de cabello?: Menos de 5 
[18/01/2025 17:35:48]  [QUESTIONARY][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] ¿Cual es tu edad?: 30-45 
[18/01/2025 17:35:47]  [QUESTIONARY][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] ¿Qué aspecto tiene su pérdida de pelo?: Mi cabello perdido es diferente 
[18/01/2025 17:35:17]  [QUESTIONARY][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Questionary started 
[18/01/2025 17:35:16]  [GENERAL][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy][IP: ::ffff:127.0.0.1] Client connected from IP: ::ffff:127.0.0.1
[18/01/2025 17:35:16]  [GENERAL][SOCKET_ID: Nw4MjBcU5eRMhdTzAACy] New client connected
[18/01/2025 13:52:56]  [GENERAL][SOCKET_ID: d-5DzLhrbJM_OLm1AACv][IP: ::ffff:127.0.0.1] Client disconnected
[18/01/2025 13:49:27]  [QUESTIONARY][SOCKET_ID: d-5DzLhrbJM_OLm1AACv][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Questionary started 
[18/01/2025 13:49:26]  [GENERAL][SOCKET_ID: d-5DzLhrbJM_OLm1AACv][IP: ::ffff:127.0.0.1] Client connected from IP: ::ffff:127.0.0.1
[18/01/2025 13:49:26]  [GENERAL][SOCKET_ID: d-5DzLhrbJM_OLm1AACv] New client connected
[18/01/2025 13:25:23]  [GENERAL][SOCKET_ID: O2Qa58_-SWJKKl4_AACs][IP: ::ffff:127.0.0.1] Client disconnected
[18/01/2025 13:25:20]  [QUESTIONARY][SOCKET_ID: O2Qa58_-SWJKKl4_AACs][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Questionary started 
[18/01/2025 13:25:20]  [GENERAL][SOCKET_ID: O2Qa58_-SWJKKl4_AACs][IP: ::ffff:127.0.0.1] Client connected from IP: ::ffff:127.0.0.1
[18/01/2025 13:25:20]  [GENERAL][SOCKET_ID: O2Qa58_-SWJKKl4_AACs] New client connected
[17/01/2025 18:04:37]  [GENERAL][SOCKET_ID: hAXgetWn6pH5StT_AACp][IP: ::ffff:127.0.0.1] Client disconnected
[17/01/2025 18:04:03]  [CLINICS][SOCKET_ID: hAXgetWn6pH5StT_AACp][IP: ::ffff:127.0.0.1] The user requested an evaluation for the clinic:  Istanbul Vita Clinic
[17/01/2025 18:00:05]  [CLINICS][SOCKET_ID: hAXgetWn6pH5StT_AACp][IP: ::ffff:127.0.0.1] The user is on the clinics page.
[17/01/2025 18:00:05]  [CLINICS][SOCKET_ID: hAXgetWn6pH5StT_AACp][IP: ::ffff:127.0.0.1] CalculatedClinics: [object Object]
[17/01/2025 18:00:05] CalculatedClinics [object Object]
[17/01/2025 18:00:03]  [GENERAL][SOCKET_ID: hAXgetWn6pH5StT_AACp][IP: ::ffff:127.0.0.1] Client connected from IP: ::ffff:127.0.0.1
[17/01/2025 18:00:03]  [GENERAL][SOCKET_ID: hAXgetWn6pH5StT_AACp] New client connected
[17/01/2025 18:00:03]  [GENERAL][SOCKET_ID: Ou3f62XOZBAXXh9oAACm][IP: ::ffff:127.0.0.1] Client disconnected
[17/01/2025 18:00:01] CREATING USER QUESTIONARY
[17/01/2025 18:00:01]  [QUESTIONARY][SOCKET_ID: Ou3f62XOZBAXXh9oAACm][PHONE: 7148695672][IP: ::ffff:127.0.0.1] Questionary finished and saving: [object Object]
[17/01/2025 18:00:01]  [QUESTIONARY][SOCKET_ID: Ou3f62XOZBAXXh9oAACm][IP: ::ffff:127.0.0.1] Questionary finished 
[17/01/2025 18:00:01]  [QUESTIONARY][SOCKET_ID: Ou3f62XOZBAXXh9oAACm][PHONE: 7148695672][IP: ::ffff:127.0.0.1] Do you want to add anything else?: None  
[17/01/2025 18:00:01]  [QUESTIONARY][SOCKET_ID: Ou3f62XOZBAXXh9oAACm] Questionary started 
[17/01/2025 17:59:45]  [QUESTIONARY][SOCKET_ID: Ou3f62XOZBAXXh9oAACm][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] By which means would you like us to contact you?: WhatsApp 
[17/01/2025 17:59:41]  [QUESTIONARY][SOCKET_ID: Ou3f62XOZBAXXh9oAACm][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Have you already asked for an evaluation at some clinics?: A lot 8  
[17/01/2025 17:59:13]  [QUESTIONARY][SOCKET_ID: Ou3f62XOZBAXXh9oAACm][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] How much do you plan to invest in this treatment?: 1500,3000 
[17/01/2025 17:59:01]  [QUESTIONARY][SOCKET_ID: Ou3f62XOZBAXXh9oAACm][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] When do you want your hair transplant?: As soon as possible 
[17/01/2025 17:58:53]  [QUESTIONARY][SOCKET_ID: Ou3f62XOZBAXXh9oAACm][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] What languages can you speak?: English 
[17/01/2025 17:58:51]  [QUESTIONARY][SOCKET_ID: Ou3f62XOZBAXXh9oAACm][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Do you mind shaving your head?: I prefer not to shave the top 
[17/01/2025 17:58:44]  [QUESTIONARY][SOCKET_ID: Ou3f62XOZBAXXh9oAACm][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Are you currently treating your hair loss with finasteride or minoxidil?: No 
[17/01/2025 17:58:37]  [QUESTIONARY][SOCKET_ID: Ou3f62XOZBAXXh9oAACm][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Have you ever undergone a hair transplant?: No 
[17/01/2025 17:58:34]  [QUESTIONARY][SOCKET_ID: Ou3f62XOZBAXXh9oAACm][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Which zone do you live in?: United States 
[17/01/2025 17:58:23]  [QUESTIONARY][SOCKET_ID: Ou3f62XOZBAXXh9oAACm][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] How far would you travel for your hair treatment?: Abroad 
[17/01/2025 17:58:17]  [QUESTIONARY][SOCKET_ID: Ou3f62XOZBAXXh9oAACm][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] What is the most important criterion for you when choosing a clinic?: Quality and service 
[17/01/2025 17:58:08]  [QUESTIONARY][SOCKET_ID: Ou3f62XOZBAXXh9oAACm][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] How many years ago did your hair loss start?: Less than 5 
[17/01/2025 17:57:58]  [QUESTIONARY][SOCKET_ID: Ou3f62XOZBAXXh9oAACm][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] What is your age?: 30-45 
[17/01/2025 17:57:58]  [QUESTIONARY][SOCKET_ID: Ou3f62XOZBAXXh9oAACm][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] What is your age?: 30-45 
[17/01/2025 17:57:54]  [QUESTIONARY][SOCKET_ID: Ou3f62XOZBAXXh9oAACm][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] What does your hair loss look like?: My lost hair is different 
[17/01/2025 17:57:37]  [QUESTIONARY][SOCKET_ID: Ou3f62XOZBAXXh9oAACm][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Questionary started 
[17/01/2025 17:57:36]  [GENERAL][SOCKET_ID: Ou3f62XOZBAXXh9oAACm][IP: ::ffff:127.0.0.1] Client connected from IP: ::ffff:127.0.0.1
[17/01/2025 17:57:36]  [GENERAL][SOCKET_ID: Ou3f62XOZBAXXh9oAACm] New client connected
[17/01/2025 16:48:38]  [GENERAL][SOCKET_ID: 9CJGCCgPGKZt-60fAACj][IP: ::ffff:127.0.0.1] Client disconnected
[17/01/2025 16:48:32] TypeError: Cannot read properties of undefined (reading 'desde')
[17/01/2025 16:48:30]  [GENERAL][SOCKET_ID: 9CJGCCgPGKZt-60fAACj][IP: ::ffff:127.0.0.1] Client connected from IP: ::ffff:127.0.0.1
[17/01/2025 16:48:30]  [GENERAL][SOCKET_ID: 9CJGCCgPGKZt-60fAACj] New client connected
[17/01/2025 16:48:30]  [GENERAL][SOCKET_ID: cZRWmAeWYxou1vA9AACe][IP: ::ffff:127.0.0.1] Client disconnected
[17/01/2025 16:48:28] CREATING USER QUESTIONARY
[17/01/2025 16:48:28]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe][PHONE: +34683663316][IP: ::ffff:127.0.0.1] Questionary finished and saving: [object Object]
[17/01/2025 16:48:28]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe][IP: ::ffff:127.0.0.1] Questionary finished 
[17/01/2025 16:48:28]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe][PHONE: +34683663316][IP: ::ffff:127.0.0.1] Do you want to add anything else?: I want PRP. Not hair transplant 
[17/01/2025 16:48:28]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe] Questionary started 
[17/01/2025 16:48:23]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Questionary started 
[17/01/2025 16:48:23]  [GENERAL][SOCKET_ID: cZRWmAeWYxou1vA9AACe][IP: ::ffff:127.0.0.1] Client connected from IP: ::ffff:127.0.0.1
[17/01/2025 16:48:23]  [GENERAL][SOCKET_ID: cZRWmAeWYxou1vA9AACe] New client connected
[17/01/2025 16:48:09]  [GENERAL][SOCKET_ID: cZRWmAeWYxou1vA9AACe][IP: ::ffff:127.0.0.1] Client disconnected
[17/01/2025 16:47:29]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] By which means would you like us to contact you?: WhatsApp 
[17/01/2025 16:47:25]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Have you already asked for an evaluation at some clinics?: No 
[17/01/2025 16:47:23]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] How much do you plan to invest in this treatment?: 1500,5000 
[17/01/2025 16:47:10]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] How much do you plan to invest in this treatment?: 1500,5000 
[17/01/2025 16:47:08]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Questionary started 
[17/01/2025 16:47:07]  [GENERAL][SOCKET_ID: cZRWmAeWYxou1vA9AACe][IP: ::ffff:127.0.0.1] Client connected from IP: ::ffff:127.0.0.1
[17/01/2025 16:47:07]  [GENERAL][SOCKET_ID: cZRWmAeWYxou1vA9AACe] New client connected
[17/01/2025 16:46:55]  [GENERAL][SOCKET_ID: cZRWmAeWYxou1vA9AACe][IP: ::ffff:127.0.0.1] Client disconnected
[17/01/2025 16:46:48]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] When do you want your hair transplant?: As soon as possible 
[17/01/2025 16:46:45]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] What languages can you speak?: English 
[17/01/2025 16:46:43]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Do you mind shaving your head?: I will shave if it is recommended 
[17/01/2025 16:46:37]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Are you currently treating your hair loss with finasteride or minoxidil?: Yes 
[17/01/2025 16:46:34]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Have you ever undergone a hair transplant?: No 
[17/01/2025 16:46:31]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Which zone do you live in?: Barcelona 
[17/01/2025 16:46:22]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] How far would you travel for your hair treatment?: Near my city 
[17/01/2025 16:46:15]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] What is the most important criterion for you when choosing a clinic?: Low prices 
[17/01/2025 16:45:58]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] How many years ago did your hair loss start?: 5-10 
[17/01/2025 16:45:48]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] What is your age?: 30-45 
[17/01/2025 16:45:35]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] What does your hair loss look like?: My lost hair is different 
[17/01/2025 16:45:25]  [QUESTIONARY][SOCKET_ID: cZRWmAeWYxou1vA9AACe][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Questionary started 
[17/01/2025 16:45:24]  [GENERAL][SOCKET_ID: cZRWmAeWYxou1vA9AACe][IP: ::ffff:127.0.0.1] Client connected from IP: ::ffff:127.0.0.1
[17/01/2025 16:45:24]  [GENERAL][SOCKET_ID: cZRWmAeWYxou1vA9AACe] New client connected
[17/01/2025 16:18:26]  [GENERAL][SOCKET_ID: tIx2XXLRShPhXOXtAACb][IP: ::ffff:127.0.0.1] Client disconnected
[17/01/2025 16:17:09]  [QUESTIONARY][SOCKET_ID: tIx2XXLRShPhXOXtAACb][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Questionary started 
[17/01/2025 16:17:08]  [GENERAL][SOCKET_ID: tIx2XXLRShPhXOXtAACb][IP: ::ffff:127.0.0.1] Client connected from IP: ::ffff:127.0.0.1
[17/01/2025 16:17:08]  [GENERAL][SOCKET_ID: tIx2XXLRShPhXOXtAACb] New client connected
[17/01/2025 16:16:23]  [GENERAL][SOCKET_ID: bBExC_0D3erlCZHIAACY][IP: ::ffff:127.0.0.1] Client disconnected
[17/01/2025 16:12:15]  [QUESTIONARY][SOCKET_ID: bBExC_0D3erlCZHIAACY][PHONE: josebaTesting][IP: ::ffff:127.0.0.1] Questionary started 
[17/01/2025 16:12:14]  [GENERAL][SOCKET_ID: bBExC_0D3erlCZHIAACY][IP: ::ffff:127.0.0.1] Client connected from IP: ::ffff:127.0.0.1
[17/01/2025 16:12:14]  [GENERAL][SOCKET_ID: bBExC_0D3erlCZHIAACY] New client connected
[17/01/2025 14:33:29]  [GENERAL][SOCKET_ID: B9QgjKicznBSCmjVAACV][IP: ::ffff:127.0.0.1] Client disconnected
[17/01/2025 14:32:01] TypeError: Cannot read properties of undefined (reading 'lat')
[17/01/2025 14:31:59]  [GENERAL][SOCKET_ID: B9QgjKicznBSCmjVAACV][IP: ::ffff:127.0.0.1] Client connected from IP: ::ffff:127.0.0.1
[17/01/2025 14:31:59]  [GENERAL][SOCKET_ID: B9QgjKicznBSCmjVAACV] New client connected
[17/01/2025 14:31:59]  [GENERAL][SOCKET_ID: pEJ_LurSLDzEDtWDAACS][IP: ::ffff:127.0.0.1] Client disconnected
[17/01/2025 14:31:57] CREATING USER QUESTIONARY
[17/01/2025 14:31:57]  [QUESTIONARY][SOCKET_ID: pEJ_LurSLDzEDtWDAACS][PHONE: +49 1521 6396879][IP: ::ffff:127.0.0.1] Questionary finished and saving: [object Object]
[17/01/2025 14:31:57]  [QUESTIONARY][SOCKET_ID: pEJ_LurSLDzEDtWDAACS][IP: ::ffff:127.0.0.1] Questionary finished 
